step_0,step_1,0_n0,0_n1,1_n1,1_n2,1_n3
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL21333, Pranlukast"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL334966, Cangrelor"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL1189432, 2-[(11Z)-11-[3-(Dimethylazaniumyl)propylidene]-6H-benzo[c][1]benzoxepin-2-yl]acetate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL395336, Cyclic guanosine monophosphate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL741, Lamotrigine"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA",CHEMBL.COMPOUND:CHEMBL2108230
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL1657, Tazarotene"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1431, Metformin"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:Q96AD5, PNPLA2","CHEMBL.COMPOUND:CHEMBL1734767, 1-Stearoyl-2-linoleoyl-sn-glycerol"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1336, Sorafenib"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2","CHEMBL.COMPOUND:CHEMBL118, Celecoxib"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A","DRUGBANK:DB14516, Sodium ion"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P15692, VEGFA",HMDB:HMDB11757
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA",UMLS:C1520007
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q96AD5, PNPLA2","CHEMBL.COMPOUND:CHEMBL15594, Arachidonic acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",RXNORM:3008
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA",RXNORM:8375
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",CHEMBL.COMPOUND:CHEMBL2108744
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL406291, Bradykinin"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL1047, alpha-Tocopherol acetate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA",VANDF:4021594
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL499458, Leurocristine"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL62381, Sodium butyrate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL2391146, (3S)-3-Amino-4-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[[(1S)-1-carboxyethyl]carbamoyl]pyrrolidin-1-yl]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-oxobutanoic acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1017, Telmisartan"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL273453, Aldosterone"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",CHEMBL.COMPOUND:CHEMBL11359
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA",CHEMBL.COMPOUND:CHEMBL1201565
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL441687, Glycyrrhizic acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1393, Spironolactone"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA",MESH:D012045
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA",UMLS:C1513344
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL888, Gemcitabine"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL150, Kaempferol"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1200692, Olmesartan medoxomil"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",RXNORM:1791700
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2","CHEMBL.COMPOUND:CHEMBL595, Pioglitazone"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL844, Brimonidine"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA",CHEMBL.TARGET:CHEMBL3545434
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1069, Valsartan"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q96AD5, PNPLA2","CHEMBL.COMPOUND:CHEMBL8659, Oleic acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL1215, Phenylephrine"
